evento,driver,codice,prob_mercato,volume,data
Hungarian Grand Prix: Constructor Pole Position,Mclaren Mastercard,,0.15,125.855908,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Red Bull,,0.15,196.310449,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Oscar Piastri,PIA,0.15,50,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Oscar Piastri,PIA,0.145,112.113572,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Mclaren Mastercard,,0.135,66.27363299999999,2026-06-27
Hungarian Grand Prix: Driver Pole Position,George Russell,RUS,0.125,1135.4523839999997,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,George Russell,RUS,0.125,56.71304500000001,2026-06-27
Will there be a red flag during the 2026 F1 Hungarian Grand Prix?,Will there be a red flag during the 2026 F1 Hungarian Grand Prix?,,0.125,111.063156,2026-06-27
Hungarian Grand Prix: Driver Winner,George Russell,RUS,0.115,3964.3389460000003,2026-06-27
F1 Drivers' Champion,Lewis Hamilton,HAM,0.1105,5072182.1235209275,2025-12-09
F1 Constructors' Champion,Ferrari,,0.1055,626255.970771002,2025-12-09
F1 Drivers' Champion,George Russell,RUS,0.085,2479460.36615899,2025-12-09
Hungarian Grand Prix: Driver Winner,Max Verstappen,VER,0.085,5183.821045000001,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Max Verstappen,VER,0.085,,2026-06-27
Hungarian Grand Prix: Driver Winner,Lando Norris,NOR,0.07,3065.670566999999,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Lando Norris,NOR,0.069,1810.2683670000001,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Red Bull,,0.065,550.2199999999999,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Max Verstappen,VER,0.06,5063.798766000002,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Lando Norris,NOR,0.0515,18.63,2026-06-27
Hungarian Grand Prix: Driver Winner,Oscar Piastri,PIA,0.037,2932.5420809999996,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Oscar Piastri,PIA,0.03,1909.2463430000003,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Oscar Piastri,PIA,0.03,,2026-06-27
F1 Drivers' Champion,Charles Leclerc,LEC,0.0295,5070725.094463014,2025-12-09
Hungarian Grand Prix: Driver Fastest Lap,Isack Hadjar,HAD,0.0295,,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Isack Hadjar,HAD,0.0265,10.6122,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Oliver Bearman,BEA,0.02,,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Arvid Lindblad,LIN,0.02,,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Liam Lawson,LAW,0.02,23.6868,2026-06-27
F1 Drivers' Champion,Max Verstappen,VER,0.0195,5741377.08944397,2025-12-09
Hungarian Grand Prix: Driver Pole Position,Isack Hadjar,HAD,0.018,193.8301,2026-06-27
F1 Drivers' Champion,Lando Norris,NOR,0.0175,6503481.699337976,2025-12-09
Hungarian Grand Prix: Driver Fastest Lap,Alexander Albon,ALB,0.016,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Pierre Gasly,GAS,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Fernando Alonso,ALO,0.0155,96.69,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Gabriel Bortoleto,BOR,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Esteban Ocon,OCO,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Franco Colapinto,COL,0.0155,84,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Carlos Sainz Jr.,SAI,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Nico Hulkenberg,HUL,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Valtteri Bottas,BOT,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Lance Stroll,STR,0.0155,50,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Arvid Lindblad,LIN,0.015,51.86,2026-06-27
Hungarian Grand Prix: Driver Fastest Lap,Sergio Perez,PER,0.0145,70.69,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Liam Lawson,LAW,0.0145,39.85,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Tgr Haas,,0.0105,88.5839,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Racing Bulls,,0.0105,112.36,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Fernando Alonso,ALO,0.0105,153.57,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Gabriel Bortoleto,BOR,0.0105,104.82999999999998,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Nico Hulkenberg,HUL,0.0105,111.58000000000001,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Valtteri Bottas,BOT,0.0105,103.93,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Williams,,0.01,118.63,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Esteban Ocon,OCO,0.01,143.49,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Oliver Bearman,BEA,0.01,118.4,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Lance Stroll,STR,0.01,154.62,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Fernando Alonso,ALO,0.0095,309.091722,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Alpine,,0.0095,189.4515,2026-06-27
F1 Drivers' Champion,Oscar Piastri,PIA,0.009,6033906.758549013,2025-12-09
Hungarian Grand Prix: Driver Winner,Isack Hadjar,HAD,0.0085,2542.689939,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Pierre Gasly,GAS,0.0085,164.68,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Franco Colapinto,COL,0.0085,127.94,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Carlos Sainz Jr.,SAI,0.0085,128.93,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Alexander Albon,ALB,0.008,117.47,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Tgr Haas,,0.0075,189.452333,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Cadillac,,0.0065,88.5839,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Cadillac,,0.0065,184.452333,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Racing Bulls,,0.006,88.6271,2026-06-27
Hungarian Grand Prix: Constructor Fastest Lap,Alpine,,0.006,57.27,2026-06-27
Hungarian Grand Prix: Constructor Fastest Lap,Aston Martin,,0.006,57.269999999999996,2026-06-27
Hungarian Grand Prix: Constructor Fastest Lap,Williams,,0.006,57.27,2026-06-27
Hungarian Grand Prix: Constructor Fastest Lap,Cadillac,,0.006,57.27,2026-06-27
Hungarian Grand Prix: Constructor Fastest Lap,Tgr Haas,,0.006,57.27,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Pierre Gasly,GAS,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Alexander Albon,ALB,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Gabriel Bortoleto,BOR,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Esteban Ocon,OCO,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Franco Colapinto,COL,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Carlos Sainz Jr.,SAI,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Nico Hulkenberg,HUL,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 1 Fastest Lap,Oliver Bearman,BEA,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Pierre Gasly,GAS,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Fernando Alonso,ALO,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Alexander Albon,ALB,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Gabriel Bortoleto,BOR,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Sergio Perez,PER,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Esteban Ocon,OCO,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Franco Colapinto,COL,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Carlos Sainz Jr.,SAI,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Nico Hulkenberg,HUL,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Valtteri Bottas,BOT,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Oliver Bearman,BEA,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 2 Fastest Lap,Lance Stroll,STR,0.006,75,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Pierre Gasly,GAS,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Alexander Albon,ALB,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Gabriel Bortoleto,BOR,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Sergio Perez,PER,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Esteban Ocon,OCO,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Franco Colapinto,COL,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Carlos Sainz Jr.,SAI,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Nico Hulkenberg,HUL,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Valtteri Bottas,BOT,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Oliver Bearman,BEA,0.006,50,2026-06-27
Hungarian Grand Prix: Practice 3 Fastest Lap,Lance Stroll,STR,0.006,50,2026-06-27
F1 Constructors' Champion,McLaren,,0.0055,1664738.1485879922,2025-12-09
Hungarian Grand Prix: Which Constructor Scores 1st?,Aston Martin,,0.0055,88.5839,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Pierre Gasly,GAS,0.0055,159.997,2026-06-27
Hungarian Grand Prix: Driver Podium Finish,Sergio Perez,PER,0.0055,103.93,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Alpine,,0.005,93.63,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Nico Hulkenberg,HUL,0.005,170.04899999999998,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Oliver Bearman,BEA,0.005,175.05399999999997,2026-06-27
Hungarian Grand Prix: Which Constructor Scores 1st?,Audi Revolut,,0.0045,93.63,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Aston Martin,,0.0045,189.452333,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Williams,,0.0045,184.452333,2026-06-27
Hungarian Grand Prix: Constructor Pole Position,Audi Revolut,,0.0045,189.4515,2026-06-27
F1 Constructors' Champion,Racing Bulls,,0.0035,3122027.261346878,2025-12-09
F1 Constructors' Champion,Red Bull Racing,,0.0025,781778.4513959984,2025-12-09
Hungarian Grand Prix: Driver Pole Position,Arvid Lindblad,LIN,0.002,193.9995,2026-06-27
F1 Drivers' Champion,Esteban Ocon,OCO,0.0015,9384280.05302741,2025-12-09
F1 Constructors' Champion,Aston Martin,,0.0015,3172479.9722869326,2025-12-09
Hungarian Grand Prix: Driver Winner,Fernando Alonso,ALO,0.0015,1566.4499999999998,2026-06-27
Hungarian Grand Prix: Driver Winner,Liam Lawson,LAW,0.0015,1621.2609999999997,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Alexander Albon,ALB,0.0015,166.0695,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Gabriel Bortoleto,BOR,0.0015,141.0695,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Sergio Perez,PER,0.0015,171.0695,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Esteban Ocon,OCO,0.0015,156.3595,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Franco Colapinto,COL,0.0015,154.99699999999999,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Carlos Sainz Jr.,SAI,0.0015,166.0695,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Valtteri Bottas,BOT,0.0015,166.0695,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Liam Lawson,LAW,0.0015,91.0695,2026-06-27
Hungarian Grand Prix: Driver Pole Position,Lance Stroll,STR,0.0015,181.0995,2026-06-27
F1 Drivers' Champion,Isack Hadjar,HAD,0.0005,9357463.933225278,2025-12-09
F1 Drivers' Champion,Fernando Alonso,ALO,0.0005,9077070.817374565,2025-12-09
F1 Drivers' Champion,Lance Stroll,STR,0.0005,11677174.165504646,2025-12-09
F1 Drivers' Champion,Oliver Bearman,BEA,0.0005,12882607.656555412,2025-12-09
F1 Drivers' Champion,Nico Hülkenberg,HUL,0.0005,8459535.753715318,2025-12-09
F1 Drivers' Champion,Gabriel Bortoleto,BOR,0.0005,10914767.661449986,2025-12-09
F1 Drivers' Champion,Pierre Gasly,GAS,0.0005,11500554.141431503,2025-12-09
F1 Drivers' Champion,Franco Colapinto,COL,0.0005,12213434.021519147,2025-12-09
F1 Drivers' Champion,Liam Lawson,LAW,0.0005,10707013.946793085,2025-12-09
F1 Drivers' Champion,Arvid Lindblad,LIN,0.0005,12038759.775626183,2025-12-09
F1 Drivers' Champion,Alexander Albon,ALB,0.0005,11864633.610011918,2025-12-09
F1 Drivers' Champion,Carlos Sainz Jr.,SAI,0.0005,11082108.340266168,2025-12-09
F1 Drivers' Champion,Valtteri Bottas,BOT,0.0005,12192205.107809613,2025-12-09
F1 Drivers' Champion,Sergio Pérez,PER,0.0005,11786637.034410238,2025-12-09
F1 Constructors' Champion,Williams,,0.0005,3808138.6626178944,2025-12-09
F1 Constructors' Champion,Haas,,0.0005,3315783.1542109284,2025-12-09
F1 Constructors' Champion,Audi,,0.0005,3245112.3860269655,2025-12-09
F1 Constructors' Champion,Alpine,,0.0005,3344680.476012963,2025-12-09
F1 Constructors' Champion,Cadillac,,0.0005,3708316.0570528274,2025-12-09
Hungarian Grand Prix: Driver Winner,Pierre Gasly,GAS,0.0005,969.025,2026-06-27
Hungarian Grand Prix: Driver Winner,Alexander Albon,ALB,0.0005,522.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Gabriel Bortoleto,BOR,0.0005,511.83500000000004,2026-06-27
Hungarian Grand Prix: Driver Winner,Sergio Perez,PER,0.0005,518.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Esteban Ocon,OCO,0.0005,518.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Franco Colapinto,COL,0.0005,518.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Carlos Sainz Jr.,SAI,0.0005,518.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Nico Hulkenberg,HUL,0.0005,516.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Valtteri Bottas,BOT,0.0005,499.83500000000004,2026-06-27
Hungarian Grand Prix: Driver Winner,Oliver Bearman,BEA,0.0005,518.835,2026-06-27
Hungarian Grand Prix: Driver Winner,Arvid Lindblad,LIN,0.0005,810.726,2026-06-27
Hungarian Grand Prix: Driver Winner,Lance Stroll,STR,0.0005,498.865,2026-06-27
